FID,NM_MUNICIP,CD_GEOCMU,x_cent,y_cent
401,RONDA ALTA,4316105,-52.749408238699999,-27.811229242300001
402,RONDINHA,4316204,-52.892971385499997,-27.832510730799999
403,ROQUE GONZALES,4316303,-55.088253031500003,-28.059482261799999
404,ROSÁRIO DO SUL,4316402,-55.110274437299999,-30.325618651100001
405,SAGRADA FAMÍLIA,4316428,-53.131855798600000,-27.707947877500001
406,SALDANHA MARINHO,4316436,-53.094310805900001,-28.386747646200000
407,SALTO DO JACUÍ,4316451,-53.254344244300000,-29.068182095899999
408,SALVADOR DAS MISSÕES,4316477,-54.831731278500001,-28.100158700500000
409,SALVADOR DO SUL,4316501,-51.535469948600003,-29.458039534200001
410,SANANDUVA,4316600,-51.800270001500003,-27.957323381199998
411,SANTA BÁRBARA DO SUL,4316709,-53.284518827200003,-28.373849456500000
412,SANTA CECÍLIA DO SUL,4316733,-51.898401905699998,-28.181207410799999
413,SANTA CLARA DO SUL,4316758,-52.131785527799998,-29.453684155000001
414,SANTA CRUZ DO SUL,4316808,-52.407239344300002,-29.646641937700000
415,SANTA MARIA,4316907,-53.825030612299997,-29.784974042700000
416,SANTA MARGARIDA DO SUL,4316972,-54.097717635099997,-30.371059528699998
417,SANTANA DA BOA VISTA,4317004,-53.177003663400001,-30.817039366700001
418,SANT'ANA DO LIVRAMENTO,4317103,-55.561671685900002,-30.738809792500000
419,SANTA ROSA,4317202,-54.497055831399997,-27.864492975099999
420,SANTA TEREZA,4317251,-51.710823617700001,-29.163864981200000
421,SANTA VITÓRIA DO PALMAR,4317301,-53.007213050300003,-33.163500945700001
422,SANTIAGO,4317400,-54.796359338300000,-29.127235177199999
423,SANTO ÂNGELO,4317509,-54.297516733899997,-28.250712194700000
424,SANTO ANTÔNIO DO PALMA,4317558,-52.008639623800001,-28.495604007600001
425,SANTO ANTÔNIO DAS MISSÕES,4317707,-55.426036186200001,-28.493955399699999
426,SANTO ANTÔNIO DO PLANALTO,4317756,-52.681467048099996,-28.365094173599999
427,SANTO AUGUSTO,4317806,-53.755983289100001,-27.903209719600000
428,SANTO CRISTO,4317905,-54.710845387299997,-27.798336859599999
429,SANTO EXPEDITO DO SUL,4317954,-51.661222626300003,-27.923074870000001
430,SÃO BORJA,4318002,-55.796575783500003,-28.746688366899999
431,SÃO DOMINGOS DO SUL,4318051,-51.867809132799998,-28.538351696300001
432,SÃO FRANCISCO DE ASSIS,4318101,-55.131177938400000,-29.447918589299999
433,SÃO GABRIEL,4318309,-54.363658406200003,-30.305782888600000
434,SÃO JERÔNIMO,4318408,-51.911720884899999,-30.290362869199999
435,SÃO JOÃO DA URTIGA,4318424,-51.834672849699999,-27.797649859600000
436,SÃO JOÃO DO POLÊSINE,4318432,-53.470510672300001,-29.642098417700002
437,SÃO JORGE,4318440,-51.715864992999997,-28.501225608100000
438,SÃO JOSÉ DAS MISSÕES,4318457,-53.131710062499998,-27.794852655100001
439,SÃO JOSÉ DO HERVAL,4318465,-52.274559620600002,-29.065031223300000
440,SÃO JOSÉ DO INHACORÁ,4318499,-54.123922969600002,-27.738771666500000
441,SÃO JOSÉ DO OURO,4318606,-51.560380446099998,-27.772403448100000
442,SÃO JOSÉ DO SUL,4318614,-51.484388880300003,-29.548360503600001
443,SÃO LOURENÇO DO SUL,4318804,-52.122554751599999,-31.234484767500000
444,SÃO LUIZ GONZAGA,4318903,-54.890919155799999,-28.418453682399999
445,SÃO MARTINHO,4319109,-53.953408067700003,-27.729131379999998
446,SÃO MARTINHO DA SERRA,4319125,-53.886278459600000,-29.474808118100000
447,SÃO MIGUEL DAS MISSÕES,4319158,-54.521522101700000,-28.673111271700002
448,SÃO NICOLAU,4319208,-55.248123835199998,-28.203120956300001
449,SÃO PAULO DAS MISSÕES,4319307,-54.975377940599998,-27.988853886499999
450,SÃO PEDRO DA SERRA,4319356,-51.506322472900003,-29.419646433699999
451,SÃO PEDRO DAS MISSÕES,4319364,-53.237712252100003,-27.779694427799999
452,SÃO PEDRO DO BUTIÁ,4319372,-54.894804286899998,-28.123631557600000
453,SÃO PEDRO DO SUL,4319406,-54.237880025099997,-29.611529452700001
454,SÃO SEPÉ,4319604,-53.620014281200000,-30.175983637800002
455,SÃO VALENTIM,4319703,-52.559408286900002,-27.553810570800000
456,SÃO VALENTIM DO SUL,4319711,-51.760986727400002,-29.056800913800000
457,SÃO VALÉRIO DO SUL,4319737,-53.908829330600000,-27.821209719900001
458,SÃO VICENTE DO SUL,4319802,-54.754207830900000,-29.709952394900000
459,SARANDI,4320107,-52.895927412500001,-27.941593932600000
460,SEBERI,4320206,-53.362514094100000,-27.501152251000001
461,SEDE NOVA,4320230,-53.953142879799998,-27.641129119999999
462,SEGREDO,4320263,-52.929429755599998,-29.312610962400001
463,SELBACH,4320305,-52.978503681600003,-28.669045513899999
464,SENADOR SALGADO FILHO,4320321,-54.536593412999999,-28.029044983599999
465,SENTINELA DO SUL,4320354,-51.607724068600000,-30.625411131200000
466,SERAFINA CORRÊA,4320404,-51.933630975200003,-28.701592589200001
467,SÉRIO,4320453,-52.243554517200003,-29.394899064099999
468,SERTÃO,4320503,-52.314080937100002,-28.009990818500000
469,SERTÃO SANTANA,4320552,-51.629916342300000,-30.466936495900001
470,SETE DE SETEMBRO,4320578,-54.460111466299999,-28.145426659300000
471,SEVERIANO DE ALMEIDA,4320602,-52.111391937500002,-27.415453413900000
472,SILVEIRA MARTINS,4320651,-53.570202239399997,-29.633393986600002
473,SINIMBU,4320677,-52.568978248299999,-29.444940174300001
474,SOBRADINHO,4320701,-53.026262923300003,-29.405623534099998
475,SOLEDADE,4320800,-52.537332994099998,-28.839425219700001
476,TABAÍ,4320859,-51.730956118100003,-29.667072978000000
477,TAPEJARA,4320909,-52.010657501899999,-28.058580604100001
478,TAPERA,4321006,-52.861460664600003,-28.661407631399999
479,TAQUARI,4321303,-51.831532052100002,-29.744778480400001
480,TAQUARUÇU DO SUL,4321329,-53.485793661700001,-27.408556512899999
481,TENENTE PORTELA,4321402,-53.764162714199998,-27.372670135100002
482,TEUTÔNIA,4321451,-51.778036370099997,-29.471533681800000
483,TIO HUGO,4321469,-52.598157831400002,-28.582394649400001
484,TIRADENTES DO SUL,4321477,-54.120906800699998,-27.368142848500000
485,TOROPI,4321493,-54.301110436099997,-29.470314993500001
486,TRAVESSEIRO,4321626,-52.087577000300001,-29.282913202200000
487,TRÊS ARROIOS,4321634,-52.180152501300000,-27.492575813799998
488,TRÊS DE MAIO,4321808,-54.265215279499998,-27.731909528300001
489,TRÊS PALMEIRAS,4321857,-52.837353782100003,-27.617139418299999
490,TRÊS PASSOS,4321907,-53.929233584499997,-27.441200368400001
491,TRINDADE DO SUL,4321956,-52.899024749600002,-27.527740224399999
492,TUCUNDUVA,4322103,-54.430729422900001,-27.639393609999999
493,TUNAS,4322152,-52.892742311200003,-29.114247378700000
494,TUPANCI DO SUL,4322186,-51.537585443200001,-27.930176558799999
495,TUPANCIRETÃ,4322202,-54.003331624399998,-29.020616445400002
496,TUPARENDI,4322301,-54.554557136000000,-27.706500170599998
497,TURUÇU,4322327,-52.156076880800001,-31.475100208600001
498,UBIRETAMA,4322343,-54.646309862700001,-28.037818673600000
499,UNIÃO DA SERRA,4322350,-52.021469697500002,-28.772575375500001
500,UNISTALDA,4322376,-55.158783017799998,-29.068503467199999
501,URUGUAIANA,4322400,-56.729530425400000,-29.840635559599999
502,VALE VERDE,4322525,-52.112444811000003,-29.830786940599999
503,VALE DO SOL,4322533,-52.689527351000002,-29.583685167700001
504,VANINI,4322558,-51.835027468400000,-28.490385564699999
505,VENÂNCIO AIRES,4322608,-52.195238124299998,-29.578563032200002
506,VERA CRUZ,4322707,-52.538652300499997,-29.713166599299999
507,VERANÓPOLIS,4322806,-51.551712699100001,-28.963576813400000
508,VESPASIANO CORREA,4322855,-51.860612794100000,-29.066814870200002
509,VIADUTOS,4322905,-51.993752782500003,-27.572291765900001
510,VICENTE DUTRA,4323101,-53.387920888899998,-27.171086475399999
511,VICTOR GRAEFF,4323200,-52.685230723600000,-28.550122909199999
512,VILA FLORES,4323309,-51.552826510599999,-28.858969257999998
513,VILA LÂNGARO,4323358,-52.142135011299999,-28.128271874799999
514,VILA MARIA,4323408,-52.151694660300002,-28.557934860400000
515,VILA NOVA DO SUL,4323457,-53.878962200600000,-30.346238674799999
516,VISTA ALEGRE,4323507,-53.510108598700000,-27.324957954399999
517,VISTA ALEGRE DO PRATA,4323606,-51.782189114300003,-28.820750146000002
518,VISTA GAÚCHA,4323705,-53.700427793300001,-27.265793256500000
519,VITÓRIA DAS MISSÕES,4323754,-54.463491367400003,-28.382046068499999
520,WESTFALIA,4323770,-51.742940133200001,-29.406384806399998
521,ÁGUA CLARA,5000203,-52.926881210900000,-19.961525642100000
522,ALCINÓPOLIS,5000252,-53.749249308400003,-18.209174040800001
523,AMAMBAI,5000609,-54.967735827900000,-23.157797122000002
524,ANASTÁCIO,5000708,-55.761335337399998,-20.707260469300000
525,ANAURILÂNDIA,5000807,-52.808188410900001,-22.111622691200001
526,ANGÉLICA,5000856,-53.865246260500001,-22.062590284900001
527,ANTÔNIO JOÃO,5000906,-55.969254974700000,-22.205733046300001
528,AQUIDAUANA,5001102,-55.863233822500000,-19.756100179400001
529,ARAL MOREIRA,5001243,-55.450107652500002,-22.907493548500000
530,BANDEIRANTES,5001508,-54.285109513800002,-19.805170368900001
531,BATAGUASSU,5001904,-52.570782765200001,-21.808271326200000
532,BATAYPORÃ,5002001,-53.177520910900000,-22.390525516800000
533,BELA VISTA,5002100,-56.536826214700000,-21.936768555299999
534,BODOQUENA,5002159,-56.692487720599999,-20.553361343300001
535,BONITO,5002209,-56.460248666900000,-21.007817475500001
536,BRASILÂNDIA,5002308,-52.434163557399998,-21.075761129800000
537,CAARAPÓ,5002407,-54.804587153400000,-22.587629650099998
538,CAMAPUÃ,5002605,-53.869265623499999,-19.341407975199999
539,CAMPO GRANDE,5002704,-54.249689215899998,-20.913168843899999
540,CARACOL,5002803,-57.089489010400001,-21.940794913100000
541,CASSILÂNDIA,5002902,-52.180235604300002,-19.094542960999998
542,CHAPADÃO DO SUL,5002951,-52.698221785599998,-18.994228590799999
543,CORGUINHO,5003108,-55.057637017399998,-19.806530454099999
544,CORONEL SAPUCAIA,5003157,-55.382976153400001,-23.347713730199999
545,CORUMBÁ,5003207,-56.723720086699998,-18.731209355099999
546,COSTA RICA,5003256,-53.203013443000003,-18.519343604100001
547,COXIM,5003306,-54.674795215899998,-18.280651432500001
548,DEODÁPOLIS,5003454,-54.151311297299998,-22.156443688900001
549,DOIS IRMÃOS DO BURITI,5003488,-55.365409374700000,-20.615051543700002
550,DOURADINA,5003504,-54.587797460799997,-22.013828659200001
551,DOURADOS,5003702,-54.837997042500000,-22.145179471500001
552,ELDORADO,5003751,-54.225043101799997,-23.737822222900000
553,FÁTIMA DO SUL,5003801,-54.439682377300002,-22.338115899400002
554,FIGUEIRÃO,5003900,-53.862821714200003,-18.744411172200000
555,GLÓRIA DE DOURADOS,5004007,-54.192429119300002,-22.427731500000000
556,GUIA LOPES DA LAGUNA,5004106,-55.996427085199997,-21.538488916199999
557,IGUATEMI,5004304,-54.538312581299998,-23.434243670000001
558,INOCÊNCIA,5004403,-52.021692925000004,-19.656968628400001
559,ITAPORÃ,5004502,-54.873717841800001,-22.002479939600001
560,ITAQUIRAÍ,5004601,-54.119234521899998,-23.341127895400000
561,IVINHEMA,5004700,-53.799064569499997,-22.371285750900000
562,JAPORÃ,5004809,-54.538476864800003,-23.810357376999999
563,JARAGUARI,5004908,-54.347832083299998,-20.227364906399998
564,JARDIM,5005004,-56.353976060299999,-21.582678207899999
565,JATEÍ,5005103,-53.957378475399999,-22.706580266200000
566,JUTI,5005152,-54.489418715699998,-22.774861454400000
567,LADÁRIO,5005202,-57.570876378800001,-19.100310594000000
568,LAGUNA CARAPÃ,5005251,-55.132085841200002,-22.676821249900001
569,MARACAJU,5005400,-55.396552482399997,-21.551965631600002
570,MIRANDA,5005608,-56.597802097699997,-20.120380896400000
571,MUNDO NOVO,5005681,-54.274353664400003,-23.942850869200001
572,NAVIRAÍ,5005707,-54.025583176200001,-23.022195578100000
573,NIOAQUE,5005806,-55.899840075699998,-21.101110155499999
574,NOVA ALVORADA DO SUL,5006002,-54.215607422799998,-21.491581175000000
575,NOVA ANDRADINA,5006200,-53.422234386500001,-21.926510741000001
576,NOVO HORIZONTE DO SUL,5006259,-53.782243063199999,-22.603234514899999
577,PARAÍSO DAS ÁGUAS,5006275,-53.130648758800000,-19.227294113399999
578,PARANHOS,5006358,-55.355784673199999,-23.711766700300000
579,PEDRO GOMES,5006408,-54.336645501100001,-17.908178185800001
580,PONTA PORÃ,5006606,-55.581671171499998,-22.202812210000001
581,PORTO MURTINHO,5006903,-57.369303117699999,-21.237741801300000
582,RIBAS DO RIO PARDO,5007109,-53.544034747399998,-20.596272412899999
583,RIO BRILHANTE,5007208,-54.557328458100002,-21.696202913899999
584,RIO NEGRO,5007307,-54.963827778499997,-19.448268341100000
585,RIO VERDE DE MATO GROSSO,5007406,-55.042635046999997,-18.814330865199999
586,ROCHEDO,5007505,-54.705662300599997,-19.951759708899999
587,SANTA RITA DO PARDO,5007554,-52.774367141900001,-21.319240133200001
588,SÃO GABRIEL DO OESTE,5007695,-54.483830145399999,-19.169232282500001
589,SETE QUEDAS,5007703,-55.027273204799997,-23.880663848099999
590,SIDROLÂNDIA,5007901,-54.942494396400001,-21.093632956600000
591,SONORA,5007935,-54.436446065900000,-17.646286680199999
592,TACURU,5007950,-54.990572065300000,-23.649496109899999
593,TAQUARUSSU,5007976,-53.431223192300003,-22.669832814799999
594,TERENOS,5008008,-55.024799763799997,-20.446932770899998
595,TRÊS LAGOAS,5008305,-52.211600856899999,-20.438540752000002
596,VICENTINA,5008404,-54.423989196000001,-22.467565990299999
597,ACORIZAL,5100102,-56.317762708300002,-15.177577591200000
598,ALTO ARAGUAIA,5100300,-53.468375073799997,-17.443552194399999
599,ALTO GARÇAS,5100409,-53.582933699599998,-16.879030772299998
600,ALTO PARAGUAI,5100508,-56.660297860100002,-14.759016691499999
601,ALTO TAQUARI,5100607,-53.299818579499998,-17.826501188000002
602,ARAGUAINHA,5101209,-53.120854375299999,-16.748315068400000
603,ARAPUTANGA,5101258,-58.458257791900003,-15.255776167700001
604,ARENÁPOLIS,5101308,-56.859490921000003,-14.505769308700000
605,BARÃO DE MELGAÇO,5101605,-56.031740503700000,-16.820145874900000
606,BARRA DO BUGRES,5101704,-57.564944527599998,-15.066310045100000
607,BARRA DO GARÇAS,5101803,-52.497602542700001,-15.361659010000000
608,CÁCERES,5102504,-57.833747103100002,-16.537171269300000
609,CAMPO VERDE,5102678,-54.961149329100003,-15.348276788100000
610,CHAPADA DOS GUIMARÃES,5103007,-55.546344591100002,-15.123257068499999
611,CONQUISTA D'OESTE,5103361,-59.331530509099998,-14.636193702900000
612,CUIABÁ,5103403,-55.954470830900000,-15.452610450700000
613,CURVELÂNDIA,5103437,-57.877533559000000,-15.615799163100000
614,DENISE,5103452,-56.962937449499996,-14.724946119200000
615,DOM AQUINO,5103601,-54.772382213199997,-15.657983339799999
616,FIGUEIRÓPOLIS D'OESTE,5103809,-58.704205748000000,-15.526495217300001
617,GENERAL CARNEIRO,5103908,-53.393117173699999,-15.558682900200001
618,GLÓRIA D'OESTE,5103957,-58.321237721999999,-15.840431495600001
619,GUIRATINGA,5104203,-53.589465472800001,-16.383723109200002
620,INDIAVAÍ,5104500,-58.599599701899997,-15.333364738600000
621,ITIQUIRA,5104609,-54.602841144599999,-17.333508384900000
622,JACIARA,5104807,-55.111867542699997,-15.906551753600001
623,JANGADA,5104906,-56.549959878999999,-15.330507225800000
624,JAURU,5105002,-58.865860834099998,-15.309576149500000
625,JUSCIMEIRA,5105200,-54.908857038000001,-16.185442056700001
626,LAMBARI D'OESTE,5105234,-57.783411899699999,-15.374689879500000
627,MIRASSOL D'OESTE,5105622,-58.054889768000002,-15.654889594200000
628,NOSSA SENHORA DO LIVRAMENTO,5106109,-56.518948711500002,-15.843988871800001
629,NOVA BRASILÂNDIA,5106208,-55.048681732500000,-14.787157812400000
630,NOVA OLÍMPIA,5106232,-57.401373966000001,-14.783673638400000
631,NOVO SÃO JOAQUIM,5106281,-53.241023355099998,-15.078921694300000
632,PEDRA PRETA,5106372,-54.256488234199999,-16.799885044800000
633,PLANALTO DA SERRA,5106455,-54.672325100800002,-14.590707343300000
634,POCONÉ,5106505,-56.944463097600000,-16.784089521900000
635,PONTAL DO ARAGUAIA,5106653,-52.720114993700001,-15.931974587199999
636,PONTE BRANCA,5106703,-52.933016561000002,-16.659859664300001
637,PONTES E LACERDA,5106752,-59.458575504099997,-15.517186144700000
638,PORTO ESPERIDIÃO,5106828,-58.982380527600000,-15.958085861300001
639,PORTO ESTRELA,5106851,-57.214109105100000,-15.521602294499999
640,POXORÉU,5107008,-54.184603405200001,-15.852275048199999
641,PRIMAVERA DO LESTE,5107040,-54.220516063100000,-15.097396031400001
642,SÃO JOSÉ DOS QUATRO MARCOS,5107107,-58.297166130999997,-15.566642356199999
643,RESERVA DO CABAÇAL,5107156,-58.458646020899998,-14.929468963700000
644,RIBEIRÃOZINHO,5107198,-52.760218501399997,-16.493936382000001
645,RIO BRANCO,5107206,-58.153951510900001,-15.270211413300000
646,SANTO AFONSO,5107263,-57.344227436499999,-14.450916603700000
647,SÃO JOSÉ DO POVO,5107297,-54.274645049199997,-16.462772426200001
648,SÃO PEDRO DA CIPA,5107404,-54.738609121000003,-15.954548892700000
649,RONDONÓPOLIS,5107602,-54.668465775900003,-16.520311053899999
650,SALTO DO CÉU,5107750,-58.050039503800001,-15.050988724400000
651,SANTO ANTÔNIO DO LESTE,5107792,-53.671004957599997,-14.819190021200001
652,SANTO ANTÔNIO DO LEVERGER,5107800,-55.439935731600002,-16.460373779499999
653,TESOURO,5108105,-53.456000893099997,-15.908008222399999
654,TORIXORÉU,5108204,-52.889711584899999,-16.294540302900000
655,VALE DE SÃO DOMINGOS,5108352,-58.963693031200002,-14.975813944600000
656,VÁRZEA GRANDE,5108402,-56.282433672499998,-15.564927153099999
657,APORÉ,5201504,-52.045388962499999,-18.768082452600002
658,ARAGARÇAS,5201702,-52.146403937199999,-15.970162495600000
659,BALIZA,5203104,-52.438049433600000,-16.360064531700001
660,BOM JARDIM DE GOIÁS,5203401,-52.072387913199996,-16.168336756700000
661,CHAPADÃO DO CÉU,5205471,-52.633543392500002,-18.464911765400000
662,DOVERLÂNDIA,5207253,-52.493458083400000,-16.804813499000002
663,MINEIROS,5213103,-52.767130470900000,-17.631412710999999
664,PEROLÂNDIA,5216452,-52.224765516399998,-17.494264089900000
665,PIRANHAS,5217203,-51.841910335900003,-16.414124641600001
666,PORTELÂNDIA,5218102,-52.704535485000001,-17.351270190000001
667,SANTA RITA DO ARAGUAIA,5219407,-53.069448479899997,-17.244664243300001
668,SERRANÓPOLIS,5220504,-52.211930297599999,-18.224637102900001
669,ALCOBAÇA,2900801,-39.409301293900000,-17.468895996299999
670,ALMADINA,2900900,-39.664092830300000,-14.701272999200000
671,ANAGÉ,2901205,-40.970845731099999,-14.590125979900000
672,ARATACA,2902252,-39.412179513100000,-15.243275296700000
673,AURELINO LEAL,2902401,-39.478263124999998,-14.362134141000000
674,BARRA DO CHOÇA,2902906,-40.580780563799998,-14.913567157999999
675,BARRO PRETO,2903300,-39.444728324899998,-14.775862285000001
676,BELMONTE,2903409,-39.178436210100003,-15.935681858500001
677,BELO CAMPO,2903508,-41.203840077099997,-14.998513769900001
678,BOM JESUS DA SERRA,2903953,-40.577361158999999,-14.389879260800001
679,BUERAREMA,2904704,-39.269577718100003,-14.996443159500000
680,CAATIBA,2904803,-40.324805105000003,-15.012838419400000
